Generation,evals,avg,std,min,max,best_one,fitness_best_one 
694,420,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
695,426,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
696,426,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
697,412,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
698,442,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
699,430,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
700,430,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
701,416,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
702,422,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
703,418,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
704,402,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
705,396,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
706,430,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
707,428,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
708,440,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
709,432,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
710,408,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
711,454,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
712,434,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
713,438,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
714,418,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
715,430,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
716,430,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
717,428,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
718,442,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
719,434,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
720,408,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
721,422,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
722,430,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
723,424,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
724,422,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
725,434,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
726,430,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
727,424,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
728,426,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
729,436,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
730,402,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
731,428,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
732,412,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
733,400,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
734,442,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
735,426,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
736,442,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
737,410,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
738,428,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
739,408,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
740,446,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
741,436,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
742,420,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
743,430,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
744,424,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
745,416,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
746,412,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
747,408,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
748,424,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
749,424,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
750,408,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
751,416,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
752,416,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
753,438,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
754,426,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
755,426,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
756,422,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
757,420,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
758,406,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
759,424,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
760,408,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
761,412,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
762,446,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
763,434,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
764,428,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
765,418,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
766,426,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
767,424,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
768,406,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
769,428,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
770,428,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
771,418,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
772,398,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
773,420,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
774,434,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
775,418,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
776,424,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
777,418,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
778,420,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
779,426,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
780,422,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
781,438,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
782,422,[  7.         407.33832187],[0.00000000e+00 4.32009983e-12],[  7.         407.33832187],[  7.         407.33832187],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 8, 10, 11, 15, 17]","(7.0, 407.33832186950104)"
